2020-08-21 09:29:26.2419||DEBUG|uccApiCore2.Program|init main |url: |action: 
2020-08-21 13:05:56.9861||ERROR|uccApiCore2.Controllers.ProductController|Something went wrong inside ProductController GetProductBybyRowID action: One or more errors occurred. (A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified)) |url: http://localhost/api/Product/GetWithSetProductByRowID|action: GetWithSetProductByRowID
2020-08-21 13:05:56.9861||ERROR|uccApiCore2.Controllers.CartController|Something went wrong inside CartController GetCartById action: One or more errors occurred. (A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified)) |url: http://localhost/api/Cart/GetCartById|action: GetCartById
2020-08-21 13:06:00.6889||ERROR|uccApiCore2.Controllers.CartController|Something went wrong inside CartController GetCartById action: One or more errors occurred. (A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified)) |url: http://localhost/api/Cart/GetCartById|action: GetCartById
2020-08-21 13:06:02.3895||ERROR|uccApiCore2.Controllers.UsersController|Something went wrong inside UsersController ValidLogin action: A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) |url: http://localhost/api/Users/ValidLogin/|action: ValidLogin
2020-08-21 13:06:06.2604||ERROR|uccApiCore2.Controllers.UsersController|Something went wrong inside UsersController ValidLogin action: A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) |url: http://localhost/api/Users/ValidLogin/|action: ValidLogin
2020-08-21 13:06:08.8317||ERROR|uccApiCore2.Controllers.UsersController|Something went wrong inside UsersController ValidLogin action: A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) |url: http://localhost/api/Users/ValidLogin/|action: ValidLogin
2020-08-21 13:09:02.8560||ERROR|uccApiCore2.Controllers.ProductController|Something went wrong inside ProductController GetProductBybyRowID action: One or more errors occurred. (A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified)) |url: http://localhost/api/Product/GetWithSetProductByRowID|action: GetWithSetProductByRowID
2020-08-21 13:09:02.8560||ERROR|uccApiCore2.Controllers.CartController|Something went wrong inside CartController GetCartById action: One or more errors occurred. (A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified)) |url: http://localhost/api/Cart/GetCartById|action: GetCartById
2020-08-21 13:09:04.6762||ERROR|uccApiCore2.Controllers.UsersController|Something went wrong inside UsersController ValidLogin action: A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) |url: http://localhost/api/Users/ValidLogin/|action: ValidLogin
2020-08-21 13:09:05.0291||ERROR|uccApiCore2.Controllers.UsersController|Something went wrong inside UsersController ValidLogin action: A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified) |url: http://localhost/api/Users/ValidLogin/|action: ValidLogin
2020-08-21 13:09:34.6584||ERROR|uccApiCore2.Controllers.CartController|Something went wrong inside CartController GetCartById action: One or more errors occurred. (A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified)) |url: http://localhost/api/Cart/GetCartById|action: GetCartById
2020-08-21 13:11:04.6086||ERROR|uccApiCore2.Controllers.CartController|Something went wrong inside CartController GetCartById action: One or more errors occurred. (A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified)) |url: http://localhost/api/Cart/GetCartById|action: GetCartById
2020-08-21 13:11:08.6399||ERROR|uccApiCore2.Controllers.ProductController|Something went wrong inside ProductController GetProductBybyRowID action: One or more errors occurred. (A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified)) |url: http://localhost/api/Product/GetWithSetProductByRowID|action: GetWithSetProductByRowID
2020-08-21 13:14:32.3123||ERROR|uccApiCore2.Controllers.ProductController|Something went wrong inside ProductController GetProductBySubcatecode action: One or more errors occurred. (A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified)) |url: http://localhost/api/Product/GetProductBySubcatecode|action: GetProductBySubcatecode
2020-08-21 13:14:32.3123||ERROR|uccApiCore2.Controllers.CartController|Something went wrong inside CartController GetCartById action: One or more errors occurred. (A network-related or instance-specific error occurred while establishing a connection to SQL Server. The server was not found or was not accessible. Verify that the instance name is correct and that SQL Server is configured to allow remote connections. (provider: SQL Network Interfaces, error: 26 - Error Locating Server/Instance Specified)) |url: http://localhost/api/Cart/GetCartById|action: GetCartById
2020-08-21 13:15:34.6823||DEBUG|uccApiCore2.Program|init main |url: |action: 
2020-08-21 14:06:44.1942||DEBUG|uccApiCore2.Program|init main |url: |action: 
