2020-09-14 09:35:10.5318||DEBUG|uccApiCore2.Program|init main 
2020-09-14 09:35:33.1388||INFO|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|User profile is available. Using 'C:\Users\deepak raheja\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. 
2020-09-14 09:35:37.9448|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5205/api/values   
2020-09-14 09:35:37.9448|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 DEBUG http://localhost:5205/  0 
2020-09-14 09:35:40.0660|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 2168.7176ms 200  
2020-09-14 09:35:42.1074|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 4223.8099ms 404  
2020-09-14 09:39:54.6763|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 OPTIONS http://localhost:5205/api/Product/GetProductBySubcatecode   
2020-09-14 09:39:54.7658|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5205/api/Category/GetCategoryJson   
2020-09-14 09:39:54.9580|4|INFO|Microsoft.AspNetCore.Cors.Infrastructure.CorsService|Policy execution successful. 
2020-09-14 09:39:54.9580|4|INFO|Microsoft.AspNetCore.Cors.Infrastructure.CorsService|Policy execution successful. 
2020-09-14 09:39:56.1184|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 1450.7866ms 204  
2020-09-14 09:39:56.5950|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 POST http://localhost:5205/api/Product/GetProductBySubcatecode application/json 29 
2020-09-14 09:39:56.5950|4|INFO|Microsoft.AspNetCore.Cors.Infrastructure.CorsService|Policy execution successful. 
2020-09-14 09:40:01.5665|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action method uccApiCore2.Controllers.CategoryController.GetCategoryJson (uccApiCore2) with arguments ((null)) - ModelState is Valid 
2020-09-14 09:40:01.9444|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ObjectResultExecutor|Executing ObjectResult, writing value Microsoft.AspNetCore.Mvc.ControllerContext. 
2020-09-14 09:40:02.1614|2|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executed action uccApiCore2.Controllers.CategoryController.GetCategoryJson (uccApiCore2) in 1510.8271ms 
2020-09-14 09:40:02.2118|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 7446.0084ms 200 text/plain; charset=utf-8 
2020-09-14 09:40:03.9133|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ControllerActionInvoker|Executing action method uccApiCore2.Controllers.ProductController.GetProductBySubcatecode (uccApiCore2) with arguments (uccApiCore2.Entities.Product) - ModelState is Valid 
2020-09-14 09:40:08.4942|1|INFO|Microsoft.AspNetCore.Mvc.Internal.ObjectResultExecutor|Executing ObjectResult, writing value Microsoft.AspNetCore.Mvc.ControllerContext. 
